control_id,control_family_id,source_system_id,global_edge_id,source_global_edge_id,source,target,source_original,target_original,bond_order_class,bond_order_proxy,hybridization_pair,pi_system_label,sigma_framework_label,control_transform_note,reference_control_role
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_030,c60:C60_e_030,cross_system_label_swap__c60:C60_15,cross_system_label_swap__c60:C60_17,c60:C60_15,c60:C60_17,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_031,c60:C60_e_031,cross_system_label_swap__c60:C60_16,cross_system_label_swap__c60:C60_19,c60:C60_16,c60:C60_19,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_032,c60:C60_e_032,cross_system_label_swap__c60:C60_16,cross_system_label_swap__c60:C60_21,c60:C60_16,c60:C60_21,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_033,c60:C60_e_033,cross_system_label_swap__c60:C60_17,cross_system_label_swap__c60:C60_18,c60:C60_17,c60:C60_18,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_034,c60:C60_e_034,cross_system_label_swap__c60:C60_17,cross_system_label_swap__c60:C60_31,c60:C60_17,c60:C60_31,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_035,c60:C60_e_035,cross_system_label_swap__c60:C60_18,cross_system_label_swap__c60:C60_19,c60:C60_18,c60:C60_19,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_036,c60:C60_e_036,cross_system_label_swap__c60:C60_18,cross_system_label_swap__c60:C60_41,c60:C60_18,c60:C60_41,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_037,c60:C60_e_037,cross_system_label_swap__c60:C60_19,cross_system_label_swap__c60:C60_46,c60:C60_19,c60:C60_46,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_038,c60:C60_e_038,cross_system_label_swap__c60:C60_20,cross_system_label_swap__c60:C60_21,c60:C60_20,c60:C60_21,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_039,c60:C60_e_039,cross_system_label_swap__c60:C60_20,cross_system_label_swap__c60:C60_24,c60:C60_20,c60:C60_24,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_040,c60:C60_e_040,cross_system_label_swap__c60:C60_21,cross_system_label_swap__c60:C60_23,c60:C60_21,c60:C60_23,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_041,c60:C60_e_041,cross_system_label_swap__c60:C60_22,cross_system_label_swap__c60:C60_23,c60:C60_22,c60:C60_23,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_042,c60:C60_e_042,cross_system_label_swap__c60:C60_22,cross_system_label_swap__c60:C60_24,c60:C60_22,c60:C60_24,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_043,c60:C60_e_043,cross_system_label_swap__c60:C60_22,cross_system_label_swap__c60:C60_27,c60:C60_22,c60:C60_27,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_044,c60:C60_e_044,cross_system_label_swap__c60:C60_23,cross_system_label_swap__c60:C60_47,c60:C60_23,c60:C60_47,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_045,c60:C60_e_045,cross_system_label_swap__c60:C60_24,cross_system_label_swap__c60:C60_57,c60:C60_24,c60:C60_57,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_046,c60:C60_e_046,cross_system_label_swap__c60:C60_25,cross_system_label_swap__c60:C60_26,c60:C60_25,c60:C60_26,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_047,c60:C60_e_047,cross_system_label_swap__c60:C60_25,cross_system_label_swap__c60:C60_29,c60:C60_25,c60:C60_29,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_048,c60:C60_e_048,cross_system_label_swap__c60:C60_26,cross_system_label_swap__c60:C60_28,c60:C60_26,c60:C60_28,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_049,c60:C60_e_049,cross_system_label_swap__c60:C60_27,cross_system_label_swap__c60:C60_28,c60:C60_27,c60:C60_28,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_050,c60:C60_e_050,cross_system_label_swap__c60:C60_27,cross_system_label_swap__c60:C60_29,c60:C60_27,c60:C60_29,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_051,c60:C60_e_051,cross_system_label_swap__c60:C60_28,cross_system_label_swap__c60:C60_48,c60:C60_28,c60:C60_48,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_052,c60:C60_e_052,cross_system_label_swap__c60:C60_29,cross_system_label_swap__c60:C60_58,c60:C60_29,c60:C60_58,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_053,c60:C60_e_053,cross_system_label_swap__c60:C60_30,cross_system_label_swap__c60:C60_31,c60:C60_30,c60:C60_31,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_054,c60:C60_e_054,cross_system_label_swap__c60:C60_30,cross_system_label_swap__c60:C60_34,c60:C60_30,c60:C60_34,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_055,c60:C60_e_055,cross_system_label_swap__c60:C60_31,cross_system_label_swap__c60:C60_33,c60:C60_31,c60:C60_33,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_056,c60:C60_e_056,cross_system_label_swap__c60:C60_32,cross_system_label_swap__c60:C60_33,c60:C60_32,c60:C60_33,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_057,c60:C60_e_057,cross_system_label_swap__c60:C60_32,cross_system_label_swap__c60:C60_34,c60:C60_32,c60:C60_34,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_058,c60:C60_e_058,cross_system_label_swap__c60:C60_32,cross_system_label_swap__c60:C60_37,c60:C60_32,c60:C60_37,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_059,c60:C60_e_059,cross_system_label_swap__c60:C60_33,cross_system_label_swap__c60:C60_42,c60:C60_33,c60:C60_42,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_060,c60:C60_e_060,cross_system_label_swap__c60:C60_34,cross_system_label_swap__c60:C60_52,c60:C60_34,c60:C60_52,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_061,c60:C60_e_061,cross_system_label_swap__c60:C60_35,cross_system_label_swap__c60:C60_36,c60:C60_35,c60:C60_36,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_062,c60:C60_e_062,cross_system_label_swap__c60:C60_35,cross_system_label_swap__c60:C60_39,c60:C60_35,c60:C60_39,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_063,c60:C60_e_063,cross_system_label_swap__c60:C60_36,cross_system_label_swap__c60:C60_38,c60:C60_36,c60:C60_38,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_064,c60:C60_e_064,cross_system_label_swap__c60:C60_37,cross_system_label_swap__c60:C60_38,c60:C60_37,c60:C60_38,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_065,c60:C60_e_065,cross_system_label_swap__c60:C60_37,cross_system_label_swap__c60:C60_39,c60:C60_37,c60:C60_39,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_066,c60:C60_e_066,cross_system_label_swap__c60:C60_38,cross_system_label_swap__c60:C60_43,c60:C60_38,c60:C60_43,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_067,c60:C60_e_067,cross_system_label_swap__c60:C60_39,cross_system_label_swap__c60:C60_53,c60:C60_39,c60:C60_53,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_068,c60:C60_e_068,cross_system_label_swap__c60:C60_40,cross_system_label_swap__c60:C60_43,c60:C60_40,c60:C60_43,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_069,c60:C60_e_069,cross_system_label_swap__c60:C60_40,cross_system_label_swap__c60:C60_44,c60:C60_40,c60:C60_44,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_070,c60:C60_e_070,cross_system_label_swap__c60:C60_41,cross_system_label_swap__c60:C60_42,c60:C60_41,c60:C60_42,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_071,c60:C60_e_071,cross_system_label_swap__c60:C60_41,cross_system_label_swap__c60:C60_44,c60:C60_41,c60:C60_44,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_072,c60:C60_e_072,cross_system_label_swap__c60:C60_42,cross_system_label_swap__c60:C60_43,c60:C60_42,c60:C60_43,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_073,c60:C60_e_073,cross_system_label_swap__c60:C60_44,cross_system_label_swap__c60:C60_49,c60:C60_44,c60:C60_49,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_074,c60:C60_e_074,cross_system_label_swap__c60:C60_45,cross_system_label_swap__c60:C60_48,c60:C60_45,c60:C60_48,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_075,c60:C60_e_075,cross_system_label_swap__c60:C60_45,cross_system_label_swap__c60:C60_49,c60:C60_45,c60:C60_49,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_076,c60:C60_e_076,cross_system_label_swap__c60:C60_46,cross_system_label_swap__c60:C60_47,c60:C60_46,c60:C60_47,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_077,c60:C60_e_077,cross_system_label_swap__c60:C60_46,cross_system_label_swap__c60:C60_49,c60:C60_46,c60:C60_49,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_078,c60:C60_e_078,cross_system_label_swap__c60:C60_47,cross_system_label_swap__c60:C60_48,c60:C60_47,c60:C60_48,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_079,c60:C60_e_079,cross_system_label_swap__c60:C60_50,cross_system_label_swap__c60:C60_53,c60:C60_50,c60:C60_53,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_080,c60:C60_e_080,cross_system_label_swap__c60:C60_50,cross_system_label_swap__c60:C60_54,c60:C60_50,c60:C60_54,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_081,c60:C60_e_081,cross_system_label_swap__c60:C60_51,cross_system_label_swap__c60:C60_52,c60:C60_51,c60:C60_52,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_082,c60:C60_e_082,cross_system_label_swap__c60:C60_51,cross_system_label_swap__c60:C60_54,c60:C60_51,c60:C60_54,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_083,c60:C60_e_083,cross_system_label_swap__c60:C60_52,cross_system_label_swap__c60:C60_53,c60:C60_52,c60:C60_53,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_084,c60:C60_e_084,cross_system_label_swap__c60:C60_54,cross_system_label_swap__c60:C60_59,c60:C60_54,c60:C60_59,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_085,c60:C60_e_085,cross_system_label_swap__c60:C60_55,cross_system_label_swap__c60:C60_58,c60:C60_55,c60:C60_58,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_086,c60:C60_e_086,cross_system_label_swap__c60:C60_55,cross_system_label_swap__c60:C60_59,c60:C60_55,c60:C60_59,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_087,c60:C60_e_087,cross_system_label_swap__c60:C60_56,cross_system_label_swap__c60:C60_57,c60:C60_56,c60:C60_57,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_088,c60:C60_e_088,cross_system_label_swap__c60:C60_56,cross_system_label_swap__c60:C60_59,c60:C60_56,c60:C60_59,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__c60,cross_system_label_swap,c60,cross_system_label_swap__c60:C60_e_089,c60:C60_e_089,cross_system_label_swap__c60:C60_57,cross_system_label_swap__c60:C60_58,c60:C60_57,c60:C60_58,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge labels swapped from next source system,synthetic_control_only
cross_system_label_swap__ethyne,cross_system_label_swap,ethyne,cross_system_label_swap__ethyne:Eth_e_00,ethyne:Eth_e_00,cross_system_label_swap__ethyne:Eth_00,cross_system_label_swap__ethyne:Eth_01,ethyne:Eth_00,ethyne:Eth_01,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge labels swapped from next source system,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_00,adamantane:Ada_e_00,topology_preserving_label_randomization__adamantane:Ada_00,topology_preserving_label_randomization__adamantane:Ada_04,adamantane:Ada_00,adamantane:Ada_04,5_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_01,adamantane:Ada_e_01,topology_preserving_label_randomization__adamantane:Ada_01,topology_preserving_label_randomization__adamantane:Ada_04,adamantane:Ada_01,adamantane:Ada_04,5_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_02,adamantane:Ada_e_02,topology_preserving_label_randomization__adamantane:Ada_00,topology_preserving_label_randomization__adamantane:Ada_05,adamantane:Ada_00,adamantane:Ada_05,6_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_03,adamantane:Ada_e_03,topology_preserving_label_randomization__adamantane:Ada_02,topology_preserving_label_randomization__adamantane:Ada_05,adamantane:Ada_02,adamantane:Ada_05,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_04,adamantane:Ada_e_04,topology_preserving_label_randomization__adamantane:Ada_00,topology_preserving_label_randomization__adamantane:Ada_06,adamantane:Ada_00,adamantane:Ada_06,6_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_05,adamantane:Ada_e_05,topology_preserving_label_randomization__adamantane:Ada_03,topology_preserving_label_randomization__adamantane:Ada_06,adamantane:Ada_03,adamantane:Ada_06,6_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_06,adamantane:Ada_e_06,topology_preserving_label_randomization__adamantane:Ada_01,topology_preserving_label_randomization__adamantane:Ada_07,adamantane:Ada_01,adamantane:Ada_07,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_07,adamantane:Ada_e_07,topology_preserving_label_randomization__adamantane:Ada_02,topology_preserving_label_randomization__adamantane:Ada_07,adamantane:Ada_02,adamantane:Ada_07,6_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_08,adamantane:Ada_e_08,topology_preserving_label_randomization__adamantane:Ada_01,topology_preserving_label_randomization__adamantane:Ada_08,adamantane:Ada_01,adamantane:Ada_08,6_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_09,adamantane:Ada_e_09,topology_preserving_label_randomization__adamantane:Ada_03,topology_preserving_label_randomization__adamantane:Ada_08,adamantane:Ada_03,adamantane:Ada_08,5_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_10,adamantane:Ada_e_10,topology_preserving_label_randomization__adamantane:Ada_02,topology_preserving_label_randomization__adamantane:Ada_09,adamantane:Ada_02,adamantane:Ada_09,5_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__adamantane,topology_preserving_label_randomization,adamantane,topology_preserving_label_randomization__adamantane:Ada_e_11,adamantane:Ada_e_11,topology_preserving_label_randomization__adamantane:Ada_03,topology_preserving_label_randomization__adamantane:Ada_09,adamantane:Ada_03,adamantane:Ada_09,5_6,1.0,sp3_sp3,none,diamondoid_sigma_cage,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__benzene,topology_preserving_label_randomization,benzene,topology_preserving_label_randomization__benzene:Bz_e_00,benzene:Bz_e_00,topology_preserving_label_randomization__benzene:Bz_00,topology_preserving_label_randomization__benzene:Bz_01,benzene:Bz_00,benzene:Bz_01,single,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__benzene,topology_preserving_label_randomization,benzene,topology_preserving_label_randomization__benzene:Bz_e_01,benzene:Bz_e_01,topology_preserving_label_randomization__benzene:Bz_01,topology_preserving_label_randomization__benzene:Bz_02,benzene:Bz_01,benzene:Bz_02,6_6,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__benzene,topology_preserving_label_randomization,benzene,topology_preserving_label_randomization__benzene:Bz_e_02,benzene:Bz_e_02,topology_preserving_label_randomization__benzene:Bz_02,topology_preserving_label_randomization__benzene:Bz_03,benzene:Bz_02,benzene:Bz_03,5_6,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__benzene,topology_preserving_label_randomization,benzene,topology_preserving_label_randomization__benzene:Bz_e_03,benzene:Bz_e_03,topology_preserving_label_randomization__benzene:Bz_03,topology_preserving_label_randomization__benzene:Bz_04,benzene:Bz_03,benzene:Bz_04,6_6,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
topology_preserving_label_randomization__benzene,topology_preserving_label_randomization,benzene,topology_preserving_label_randomization__benzene:Bz_e_04,benzene:Bz_e_04,topology_preserving_label_randomization__benzene:Bz_04,topology_preserving_label_randomization__benzene:Bz_05,benzene:Bz_04,benzene:Bz_05,aromatic,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,topology preserved; edge labels randomized from global scaffold pools,synthetic_control_only
